Drug_ID,Drug,Y,split,d3d_asphericity,d3d_eccentricity,d3d_inertial_shape_factor,d3d_npr1,d3d_npr2,d3d_pmi1,d3d_pmi2,d3d_pmi3,d3d_radius_of_gyration,d3d_spherocity_index
pristinamycin-ic,CC1NC(=O)C(NC(=O)c2ncccc2O)C(C)OC(=O)C(c2ccccc2)NC(=O)C2CC(=O)CCN2C(=O)C(Cc2ccc(N(C)C)cc2)N(C)C(=O)C2CCCN2C1=O,0,train,0.3652180350727645,0.9566818117581456,0.0001082469765377,0.2911355544263734,0.8436061605646692,7793.346175083946,22582.31516129225,26768.788822235176,5.78776998023225,0.2207962994343682
cefoperazone,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O,1,train,0.587514494340074,0.986023767812899,0.0002691352949791,0.1666047097415143,0.9704568823218116,3605.832829904519,21003.63964327247,21643.04259764885,5.984722415481616,0.1881984471899742
dapsone,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0,train,0.3618082760445661,0.955706682298582,0.0012972317790221,0.294320806960427,0.8789634902368195,677.56857675764,2023.4996202010464,2302.142970302275,3.1740585769264715,0.3444976230730966
razobazam,Cc1[nH]nc2c1N(c1ccccc1)C(=O)CC(=O)N2C,1,train,0.2690998131434993,0.9295069350626214,0.000865452388948,0.3688046334721022,0.7574097746275281,875.1605337274826,1797.3069816748402,2372.9651265178127,3.05504500625327,0.2970100746235969
sulopenem,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SC3CCS(=O)C3)S[C@H]12,0,train,0.4144886763034061,0.9656193673349796,0.0008218784062892,0.2599600689098112,0.8976364068643122,1092.1766528908809,3771.261988325549,4201.324678328936,3.601368879538219,0.1436352989488433
heptabarb,CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,1,train,0.1527985260215328,0.8688901870598257,0.0010994968935538,0.4950048917244569,0.930378767225826,846.185898914776,1590.435582835493,1709.4495692091118,2.877893263571816,0.4732711259578992
teniloxazine,O=C(O)/C=C\C(=O)O.c1csc(Cc2ccccc2OCC2CNCCO2)c1,1,train,0.3045914409075588,0.9393694602842468,0.0005239844125134,0.3429067177605058,0.7302694025050467,1393.6853560243812,2968.054341049072,4064.327946464333,3.223421053820325,0.1703127610485413
dibenzepin,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21,1,train,0.2284457545209307,0.9148559168771424,0.0006325010912121,0.403780449446086,0.783919461328799,1239.3962195803156,2406.22550734983,3069.480509223623,3.3714472015918804,0.3533711157851039
levophenacylmorphan,O=C(CN1CCC23CCCCC2C1Cc1ccc(O)cc13)c1ccccc1,1,train,0.3886400101579986,0.9613417060505058,0.000520758556894,0.2753581743981875,0.8396033398509611,1612.2698873323206,4916.02323084787,5855.173505765852,4.138671732527583,0.2611191770975254
guanethidinesulfate,NC(N)=NCCN1CCCCCCC1,0,train,0.6830157541421504,0.9927465179106906,0.0033883183478252,0.1202262499465035,0.9391924488413064,277.1854213297593,2165.3378921628505,2305.5316243590496,3.459920999698076,0.1894208440370235
sulazepam,CN1C(=S)CN=C(c2ccccc2)c2cc(Cl)ccc21,1,train,0.1718910311938402,0.8579453509194098,0.0003696174830005,0.513740960831206,0.6209224830580742,1679.9056094895368,2030.3834848203728,3269.946797256612,3.406206941140641,0.3607858608749914
quazepam,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,1,train,0.0755157152569324,0.7881200501850159,0.0003483685833175,0.6155215564839042,0.8078162544354678,2318.8550665001007,3043.287102890933,3767.3011482267048,3.4352896137120563,0.5413010084780948
pyrovalerone,CCCC(C(=O)c1ccc(C)cc1)N1CCCC1,1,train,0.2574774845537295,0.926059116238567,0.0008161039905001,0.3773784747855186,0.7748719249392393,949.4769465155664,1949.5627821647568,2515.980666505151,3.3218334881576026,0.2348672784113473
Stavudine,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,1,train,0.5500013012074224,0.9831683035469596,0.0024993803620041,0.1827021808862542,0.9038070823466414,361.6124604667618,1788.856056612312,1979.245451327658,3.0346715154247184,0.1956111805167581
meclonazepam,C[C@@H]1N=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2NC1=O,1,train,0.0971786940306718,0.7738082810511858,0.0003278290578288,0.6334198798400702,0.6543289284644658,1995.945486949908,2061.831201254952,3151.062273975134,3.306205710989043,0.3632589733663015
cinolazepam,N#CCCN1C(=O)C(O)N=C(c2ccccc2F)c2cc(Cl)ccc21,1,train,0.1939729510508052,0.8970199692449057,0.0004168009443846,0.4419900166020365,0.7594171710264399,1822.0140363349303,3130.5429830325324,4122.296811910695,3.561243315600043,0.3435614556854304
pivoxazepam,CC(C)(C)C(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,1,train,0.2925524469143268,0.9382503235150994,0.000418561442459,0.3459571222331045,0.8026633740746993,1917.671559422958,4449.2355420172125,5543.090273860119,4.00728186579111,0.1919145127207228
diazepam,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,1,train,0.1606044400359139,0.8402236996410982,0.0003873789049464,0.5422399234300492,0.6042713661115152,1559.8974502624803,1738.3474040446176,2876.766137755093,3.2928735502706283,0.3435759205858804
nitrazepam,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,1,train,0.1800363766433023,0.850207127370909,0.0003752381958481,0.5264483265883815,0.5837075660997632,1555.5654316598325,1724.756763702338,2954.830233273959,3.3292473371211635,0.2649198584276676
nordazepam,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,1,train,0.1785265848393933,0.8450548466663791,0.0003992634182468,0.5346796294283732,0.5762989351603909,1443.405302922357,1555.7595488878628,2699.570403431123,3.2442541911992824,0.2529981126324718
Flunitrazepam,CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,1,train,0.1409361856130714,0.80929842873094,0.0003179640216212,0.5873976959893796,0.5938175652790011,1867.56212936062,1887.9733513361296,3179.382796548092,3.3268544114467065,0.3401390098886393
proflazepam,O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(O)CO,1,train,0.2558418884043525,0.9247993815262704,0.0004072958640456,0.3804551273522644,0.7578506640030764,1860.688337159536,3706.413162657937,4890.690658077843,3.7964575535587577,0.2864933806058783
temazepam,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,1,train,0.1305843552530714,0.8206153214619877,0.0003805652322699,0.571480965721378,0.6384023993729161,1677.511094655344,1873.950616099404,2935.375271051817,3.2839934805477182,0.4084242381592601
flutemazepam,CN1C(=O)C(O)N=C(c2ccccc2F)c2cc(Cl)ccc21,1,train,0.1182200576605509,0.8059384783550557,0.0003408006421241,0.5919992982316257,0.6444275992387286,1890.9224912902143,2058.3852802675005,3194.129616265815,3.347524356637207,0.3994409804101042
motrazepam,COCN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,1,train,0.1090624175243854,0.8111187204071542,0.0003313259454802,0.584881544763605,0.6858992325578386,2070.164567292244,2427.712586739387,3539.459546683003,3.514657675480153,0.4893954728225089
fosazepam,CP(C)(=O)CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,1,train,0.0775593595518062,0.7877588693937526,0.0003588027248507,0.6159837365478709,0.7804913217057553,2175.2658707660817,2756.202856994907,3531.368998403794,3.4246893236847438,0.5467498088792051
delorazepam,O=C1CN=C(c2ccccc2Cl)c2cc(Cl)ccc2N1,1,train,0.115375342772036,0.8175832104409482,0.00040868463913,0.5758104670853701,0.679477658205633,1662.596518557706,1961.92541391044,2887.40238949357,3.2664275141040435,0.3603900779919818
oxazepam,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,1,train,0.1493907019368573,0.8233590974529628,0.0003773458248087,0.5675207455604089,0.5973340981818621,1582.9884920141246,1666.1470275871577,2789.30506840058,3.24503900775026,0.3028579393772032
flurazepam,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,1,train,0.3223984909604313,0.9467268410837164,0.0004250392683447,0.3220377126543522,0.839620584242322,1975.3953264414451,5150.274371363766,6134.049674367381,4.134282185995418,0.2511614387855843
nimetazepam,CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,1,train,0.1610806488846783,0.8252675396800063,0.0003244550486313,0.564741965813157,0.5762171302735576,1775.9536573840162,1812.039802076996,3144.716994471745,3.376367554356821,0.3375907815133843
doxefazepam,O=C1C(O)N=C(c2ccccc2F)c2cc(Cl)ccc2N1CCO,1,train,0.1642644552897419,0.8738016720708366,0.0003684338399502,0.4862824671795294,0.7138639038017985,1937.563346239202,2844.347940882986,3984.44006726625,3.545116255370572,0.3339930121673806
ethyl-chloride,CCOC(=O)C1N=C(c2ccccc2F)c2cc(Cl)ccc2NC1=O,1,train,0.1144915422930746,0.8367852682575776,0.0003790067255691,0.5475311998663582,0.7687839910009281,2028.4178066931377,2848.084524183321,3704.661592231156,3.448590990668853,0.3924525849758538
elfazepam,CCS(=O)(=O)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,1,train,0.1321084495175271,0.8539201018358875,0.0003561204250609,0.5204041311140674,0.9109863485811832,2558.0850871590133,4478.020933312251,4915.574135975309,3.8229664542686463,0.5351980319225919
camazepam,CN(C)C(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2N(C)C1=O,1,train,0.1306295272339776,0.8551259276809327,0.0003787724653697,0.5184203389218293,0.8009757239851134,2114.661959926651,3267.2192180165007,4079.048990100509,3.5668365750267084,0.5301916255534023
fludiazepam,CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,1,train,0.1377265013328889,0.8350856588060631,0.0003954418633535,0.5501199346110297,0.6519181107245973,1648.5814253350543,1953.6468696412596,2996.767289483352,3.3013524127230287,0.3960187174075919
lorazepam,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,1,train,0.0891092299482546,0.77842051887783,0.0003857980127125,0.6277431766176115,0.6888734070497011,1785.580496400537,1959.462031502431,2844.444293320005,3.202934415868197,0.3577127530166016
pinazepam,C#CCN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,1,train,0.2059389077545738,0.8953144641849333,0.0004296924675191,0.4454346306937142,0.6796749787894568,1581.770755055623,2413.575259556901,3551.072696328513,3.495741488749824,0.2871840961454784
clonazepam,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,1,train,0.1137315558873219,0.7976773164006299,0.0003550570858227,0.6030844873646556,0.6426655660829291,1810.0344754245912,1928.8289703180576,3001.295031371205,3.2671702077029274,0.3014717561234339
lormetazepam,CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,1,train,0.0990124222949629,0.7965753392816496,0.0003436426886922,0.6045392698976015,0.6887431545317226,2004.2421305478852,2283.405092398296,3315.3216512921804,3.3676820468334965,0.4297431842079201
halazepam,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F,1,train,0.0946458212143405,0.8120544696160467,0.0003704843065291,0.5835816467098679,0.7665825072215738,2069.136246021622,2717.980697646689,3545.5814241024427,3.436755455259196,0.5144705308120244
avizafone,CN(C(=O)CNC(=O)[C@@H](N)CCCCN)c1ccc(Cl)cc1C(=O)c1ccccc1,1,train,0.5982232972201958,0.9873535234862448,0.0004509520129404,0.1585339700483704,0.8906385162865502,1975.018384947689,11095.586917250415,12458.013789379584,5.442422779975561,0.1125729476907619
alozafone,CC(CC#N)N(C)CC(=O)N(C)c1ccc(Cl)cc1C(=O)c1ccccc1F,1,train,0.2582635478005685,0.9268712246427486,0.0003714957299402,0.3753794519273147,0.8653580584127418,2329.3889772349667,5369.914395363353,6205.42484484742,4.159335964820262,0.3055251734740993
dulozafone,CN(C(=O)CN(CCO)CCO)c1ccc(Cl)cc1C(=O)c1ccccc1Cl,1,train,0.3103047537942894,0.9434198768363732,0.0003412466190596,0.3316005669326315,0.8560981540213066,2508.7373946161715,6476.844935224318,7565.540125044028,4.411079752722091,0.2865345664452216
lorzafone,CN(C(=O)CNC(=O)CN)c1ccc(Cl)cc1C(=O)c1ccccc1Cl.O,1,train,0.2310220942255186,0.9144671508821564,0.000319390110826,0.4046601413006618,0.7497469237032836,2347.433117963701,4349.28123421187,5800.999106110533,3.893210060525085,0.3323311580677793
Ketoprofen,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,1,train,0.4925492745129453,0.9757533480444194,0.0015454710639825,0.2188730311849913,0.9821705818211046,635.5153484984136,2851.8108248035755,2903.5799662374866,3.5449152000528525,0.2865899839504371
tolcapone,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,0,train,0.5340893564214828,0.9816681104937384,0.0013054914184098,0.1905983232865741,0.8830282097295105,676.395261797336,3133.6901961954336,3548.799643847558,3.6695743889549983,0.1539006587342135
dinazafone,C=C(C)CNCC(=O)N(C)c1ccc(Cl)cc1C(=O)c1ccccc1,1,train,0.3454007456251605,0.9517886756333304,0.000412438499636,0.3067544896756219,0.7844595230730192,1902.00362906304,4863.9707321503565,6200.410077369419,4.262356520239066,0.1835687349318333
dabelotine,CN1CCCc2cccc(OCC3CNCCO3)c21,1,train,0.4934320032110263,0.9771033017318572,0.0013774425305979,0.2127654524228579,0.8938602117938103,648.927408540095,2726.24330797673,3049.966059576217,3.499316087939671,0.1921148283490304
cebaracetam,O=C1CN(C(=O)CN2CC(c3ccc(Cl)cc3)CC2=O)CCN1,1,train,0.6919618480733206,0.9932245899571108,0.0011252901097259,0.1162106445405446,0.9347498169255812,830.6745157062014,6681.598355735946,7148.007129556775,4.6722019765345335,0.1366859680022194
rifaximin,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,0,train,0.0422916033967954,0.7096215064318186,8.014156649340351e-05,0.7045830807005208,0.8128770085865376,10143.013721268422,11701.987853014289,14395.766800394766,4.801783147051819,0.6555531280873016
5-69,S=C(NC1CCCCC1)N1CCC(c2c[nH]cn2)CC1,1,train,0.4660261765953162,0.9737040084714425,0.0009579124108473,0.2278168209036486,0.8672849239967292,905.3906329802268,3446.767640760413,3974.204491963949,3.7729875186844497,0.2395618233592643
tenilsetam,O=C1NCCNC1c1cccs1,1,train,0.3678321976077102,0.9558568879038454,0.0032269480743209,0.2938326221623047,0.9339293315481952,289.41566769546466,919.8903072140756,984.9677873262136,2.453573213761143,0.3391863122666959
domoprednate,CCCC(=O)O[C@]1(C(C)=O)CCC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1,train,0.3035370385264838,0.939552468957836,0.0004554273454814,0.342404962106618,0.9331510092575906,2048.956915995421,5583.990962990465,5984.016421343266,3.98579331804324,0.45531274244588
RO19-4603,CN1Cc2c(C(=O)OC(C)(C)C)ncn2-c2ccsc2C1=O,1,train,0.5501548809435718,0.9832357986940914,0.0010699062716928,0.182338597577123,0.8601398731237339,803.9394626248503,3792.397202620912,4409.047087711702,3.754725366747326,0.1364629004075554
aripiprazole,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,1,train,0.8298605688017566,0.9981689897973608,0.0009334873435629,0.0604869226107286,0.968717919783348,1037.7408183017778,16619.759832206437,17156.44925400308,6.230627044943746,0.0847002463989645
fluciprazine,C#CC1(OCC(O)CN2CCN(c3ccc(F)cc3)CC2)CCCCC1,1,train,0.7933415852734669,0.9971533685737972,0.0014019828215543,0.0753999969623939,0.993794438941082,708.8492267253655,9342.844137231225,9401.18375706178,5.19446175954997,0.1628128563686191
Meclofenamate,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,0,train,0.138632774717627,0.8616077354728746,0.0006658452641432,0.5075747335844298,0.792584110396459,1190.3427914536762,1858.7347241826749,2345.1576934250115,3.017809863703257,0.3615138162690832
Mefenamic_acid,Cc1cccc(Nc2ccccc2C(=O)O)c1C,0,train,0.409926289530718,0.9651238215736986,0.0012765255376966,0.2617938292454189,0.8279837859929741,648.6229703535402,2051.420784910386,2477.6098513211628,3.2755319238426988,0.1720873483604879
indalpine,c1ccc2c(CCC3CCNCC3)c[nH]c2c1,1,train,0.6051229424831498,0.9878616500063048,0.00211247678041,0.1553362818108551,0.9031774394680786,427.5443156789386,2485.886592574866,2752.378972219363,3.5222968429050026,0.1469473279886669
rufinamide,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,1,train,0.4304716323928925,0.9684681577932418,0.001589683018313,0.2491373664076996,0.8751320623487461,550.5072723727025,1933.738690249785,2209.653575095706,3.1389453430201804,0.2946602636644425
Quinine,C=C[C@H]1CN2CC[C@@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,0,train,0.4275313768741736,0.968079772843386,0.0007443753201771,0.2506422817712491,0.8467568631284693,1137.5402168451742,3843.00677001253,4538.500881839882,3.830233675053492,0.1982908736182616
Quinidine,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,1,train,0.387932505558846,0.9611103587864296,0.0007474653269717,0.276164585407725,0.8693042252822142,1163.0027426209776,3660.872000233449,4211.266773775279,3.731607819669352,0.251026026125964
roxoperone,CN1C(=O)CC2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1=O,1,train,0.8046231860436543,0.997496405723668,0.0016173396668032,0.0707171872203893,0.9880359484024804,610.9019451401774,8535.309540330045,8638.662949592552,5.066641877873804,0.1388932034574283
apramycin,CN[C@@H]1[C@@H](O[C@H]2O[C@H](CO)[C@@H](N)[C@H](O)[C@H]2O)O[C@H]2C[C@@H](N)[C@H](O[C@@H]3[C@@H](N)C[C@@H](N)[C@H](O)[C@H]3O)O[C@@H]2[C@@H]1O,0,train,0.5094163995818182,0.977957459743218,0.0003862939729151,0.2088042311175517,0.9777538028209152,2531.1132748004466,11852.277209906635,12121.944374659202,4.955899840371538,0.2816070963386357
cypenamine,NC1CCCC1c1ccccc1,1,train,0.4104664143308542,0.9640009312715956,0.0037198216536416,0.2658988614257234,0.945255655332013,254.1131654542133,903.3581620168502,955.6760194146136,2.559780487675861,0.4101223504844437
pirbenicillin,CC1(C)SC2C(N(C(=N)c3ccncc3)[C@H](C(=O)NC(=O)CN)c3ccccc3)C(=O)N2C1C(=O)O,0,train,0.235081739012189,0.9183094371781496,0.0002694271362347,0.3958633319588345,0.8287161778824643,3075.8452525005137,6439.097829033627,7769.967572597425,4.114228169097492,0.3297072430835158
compound 43,c1cc(CN2CCCCC2)cc(OCCCNc2nccs2)c1,1,train,0.4213102331552031,0.9669346058964144,0.0005352148571059,0.255024445730102,0.8160707987344422,1524.753634731125,4879.167222600889,5978.852852188159,4.321773775800451,0.1867981716179173
28,c1cc(CN2CCCCC2)cc(OCCCNc2nccs2)c1,1,train,0.4213102331552031,0.9669346058964144,0.0005352148571059,0.255024445730102,0.8160707987344422,1524.753634731125,4879.167222600889,5978.852852188159,4.321773775800451,0.1867981716179173
protriptyline,CNCCCC1c2ccccc2C=Cc2ccccc21,1,train,0.2334779482260563,0.9155195435756182,0.0006183062544182,0.4022734956855743,0.7497494227116899,1212.5858623525664,2259.993661123012,3014.3319790085043,3.509209482538099,0.2774658555357056
citenamide,NC(=O)C1c2ccccc2C=Cc2ccccc21,1,train,0.1695275521692709,0.8829068529534083,0.0011977618782083,0.46954817538556,0.8970830609957989,748.9661153163854,1430.9177429098747,1595.0783211997086,2.8323261451928934,0.5705361253717356
cefroxadine,COC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3C=CCC=C3)C2SC1,0,train,0.6115757041475778,0.9882383578982996,0.0009731971327831,0.1529213784219597,0.9326656929378896,958.3522818964868,5844.979323997779,6266.960785901903,4.228991822300127,0.1521268630080697
lobeline,CN1C(CC(=O)c2ccccc2)CCCC1CC(O)c1ccccc1,1,train,0.5999642673434779,0.9871994769227136,0.0010039043044073,0.1594904158986398,0.9546729476396338,950.9601098913822,5692.22850214825,5962.490626996304,4.321704284277654,0.2277518346365128
tymazoline,Cc1ccc(C(C)C)c(OCC2=NCCN2)c1,0,train,0.2810251131558947,0.9315739065294704,0.0008986827456554,0.3635519999579453,0.7212308183311155,802.5421894632113,1592.1193120069563,2207.5031620127165,3.147141259485646,0.2034523310223353
fenoxazoline,CC(C)c1ccccc1OCC1=NCCN1,0,train,0.4093649945122686,0.9648746322971204,0.0016753007507056,0.2627107610081794,0.885489933540555,528.5558029909369,1781.544239249291,2011.930538979636,3.146313922540967,0.2841576992638108
fenmetozole,Clc1ccc(OCC2=NCCN2)cc1Cl,1,train,0.7020041737619477,0.993741328743422,0.002423121536729,0.1117057364116027,0.8995370896009192,371.2306939482632,2989.4237192465685,3323.291228128048,3.692511254854368,0.0570377139330704
piriqualone,Cc1ccccc1-n1c(/C=C/c2ccccn2)nc2ccccc2c1=O,1,train,0.2867101149222217,0.9319344880100344,0.0003796893824204,0.3626266813921384,0.7003325785336036,1844.4881815476544,3562.217648461294,5086.465713076021,3.9317305693230855,0.1479298963287409
befloxatone,COC[C@H]1CN(c2ccc(OCC[C@@H](O)C(F)(F)F)cc2)C(=O)O1,1,train,0.82578295793122,0.9980649059729454,0.0016646215086506,0.0621807322666396,0.9768093682489772,586.8056871623447,9218.24609758545,9437.098370698495,5.248188203266753,0.1048482969742094
toloxatone,Cc1cccc(N2CC(CO)OC2=O)c1,1,train,0.4532717986347531,0.9717302315927596,0.0018797484894004,0.2360939580096907,0.8113307733107342,431.6166646153392,1483.2394917187555,1828.1563334103744,3.005179202824035,0.1059551181948935
cinperene,O=C1CCC(c2ccccc2)(C2CCN(C/C=C/c3ccccc3)CC2)C(=O)N1,1,train,0.4688970386652171,0.9738889321090112,0.0004800269414435,0.2270249940327495,0.9020661462604715,1879.1989956807736,7466.850966399621,8277.498271444461,4.762445492685145,0.23073509999069
naltrexone,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,1,train,0.3030639077883335,0.9414799447299534,0.0007057139838817,0.3370690043170445,0.8452587672334763,1197.735607539077,3003.5289811099515,3553.3840020855064,3.3699996249884467,0.3858625439202889
conorphone(conorfone),CC[C@H]1CC(=O)[C@@H]2Oc3c(OC)ccc4c3[C@@]23CCN(CC2CC2)C(C4)[C@H]13,1,train,0.2089932022248192,0.9066832751083926,0.0004642096446698,0.4218120892515039,0.8337298589166096,1796.0201139499736,3549.911523095508,4257.867803497456,3.614800812120563,0.3546533823496671
cefatrizine,NC(C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3cn[nH]n3)CS[C@H]12)c1ccc(O)cc1,0,train,0.3119741057371307,0.9438169294017906,0.0002775282312851,0.3304687636896646,0.8063434978135987,2905.4467506948804,7089.287560825329,8791.895240735419,4.506583953534248,0.2359865498218913
dirithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O,0,train,0.2027770058271255,0.9034970782466774,9.953883783435816e-05,0.4285942482111926,0.84765337213379,8515.805393914321,16842.155928862707,19869.154636247247,5.203779045775475,0.4052330066511858
adriamycinol-aglycone,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3O,0,train,0.4228369874062975,0.967301038091068,0.0005213362933521,0.2536310345914759,0.8633085493996477,1655.9532885169397,5636.528801318787,6528.985268637127,4.083852255229745,0.1636968073332689
